ID;type;RUIAN;name;partOf;latitude;longitude
8247;5;58009;Dobrá Voda;1741;49.72;15.249722
8248;5;7251;Dobrá Voda;603;49.556667;13.999444
8249;5;71366;Dobrá Voda;2149;49.534167;14.326389
8250;5;409553;Dobrá Voda;2857;49.671389;15.4675
8251;5;140015;Dobrá Voda Lipnická;992;49.620278;15.326111
8252;5;410233;Dobrá Voda u Hořic;912;50.348044;15.602651
8253;5;27111;Dobrá Voda u Pacova;913;49.404341;15.027738
8254;5;22322;Dobrá Voda u Českých Budějovic;914;48.968284;14.524943
8255;5;27197;Dobré;915;50.269789;16.263838
8256;5;182788;Dobré Pole;5378;50.000833;14.926667
8257;5;27251;Dobré Pole;916;48.824367;16.535174
8258;5;27189;Dobrčice;917;49.402036;17.48051
8259;5;148687;Dobrčice;4465;50.479167;13.764722
8260;5;32263;Dobrš;1109;49.156389;13.754167
8261;5;159638;Dobršín;918;49.261391;13.561073
8262;5;189260;Dobčice;5811;48.997778;14.231944
8263;5;27618;Dobřany;919;49.654928;13.293117
8264;5;27634;Dobřany;920;50.322155;16.285372
8265;5;19496;Dobřejice;2858;49.361111;14.533333
8266;5;27642;Dobřejovice;921;49.981687;14.578328
8267;5;45527;Dobřejovice;1508;49.066111;14.485556
8268;5;77291;Dobřemilice;5939;49.256667;13.332222
8269;5;184152;Dobřemilice;5416;49.490278;14.430278
8270;5;92258;Dobřenec;2889;50.245556;13.251944
8271;5;27740;Dobřenice;922;50.147769;15.641113
8272;5;43532;Dobřečov;1434;49.918056;17.178611
8273;5;159051;Dobřeň;4811;49.939444;15.15
8274;5;27715;Dobřeň;923;50.479474;14.556796
8275;5;27804;Dobřichov;924;50.079691;15.032436
8276;5;27812;Dobřichovice;925;49.927573;14.274757
8277;5;27855;Dobříkov;1940;49.376667;13.0825
8278;5;27863;Dobříkov;926;50.002542;16.133878
8279;5;111945;Dobříkovec;3535;50.252222;16.102222
8280;5;101427;Dobříkovice;5952;49.625833;14.971944
8281;5;27910;Dobřínsko;927;49.052248;16.261675
8282;5;28002;Dobřív;928;49.71575;13.686865
8283;5;27766;Dobříč;930;50.019997;14.258977
8284;5;27774;Dobříč;929;49.884651;13.468426
8285;5;27782;Dobříčany;2582;50.305;13.602222
8286;5;126217;Dobříčkov;3868;49.752778;14.757222
8287;5;27880;Dobříň;931;50.437665;14.293872
8288;5;403342;Dobříš;932;49.781216;14.167221
8289;5;83283;Dobšice;2567;50.509444;15.1425
8290;5;28126;Dobšice;935;48.848387;16.085409
8291;5;28070;Dobšice;934;49.215975;14.483805
8292;5;28045;Dobšice;933;50.132491;15.268682
8293;5;3468;Dobšice;185;49.454722;13.889722
8294;5;28134;Dobšín;936;50.483383;15.116746
8295;5;116378;Dohalice;3600;49.494444;13.063056
8296;5;28169;Dohalice;937;50.287317;15.69458
8297;5;188158;Dohnalova Lhota;2098;49.6375;14.462778
8298;5;146188;Dojetřice;4927;49.867778;14.873333
8299;5;28185;Doksany;938;50.454968;14.161222
8300;5;28193;Doksy;939;50.119082;14.047894
8301;5;406937;Doksy;940;50.564782;14.655623
8302;5;28304;Dolany;943;50.115549;14.149755
8303;5;28347;Dolany;945;49.443364;13.248152
8304;5;28398;Dolany;941;49.807915;13.472413
8305;5;28410;Dolany;944;50.380039;15.961359
8306;5;28452;Dolany;946;50.113421;15.691671
8307;5;28461;Dolany;942;49.649884;17.32244
8308;5;20966;Dolany;6026;49.981389;15.230278
8309;5;24228;Dolany;6082;49.116389;13.800556
8310;5;55425;Dolany;1828;50.377222;15.315278
8311;5;410187;Dolany;1303;49.855556;16.1
8312;5;411442;Dolany;2990;50.085278;16.629167
8313;5;28321;Dolany nad Vltavou;947;50.222114;14.349599
8314;5;44822;Dolce;948;49.55296;13.393447
8315;5;415979;Dolce;1763;49.618611;14.496389
8316;5;84948;Dolejší Hůrky;3867;50.3425;13.626667
8317;5;406007;Dolejší Krušec;1242;49.183611;13.476111
8318;5;184128;Dolejší Kunčice;1208;49.746111;17.835
8319;5;30872;Dolejší Předměstí;1038;49.4375;12.941389
8320;5;37265;Dolejší Těšov;1242;49.188611;13.427222
8321;5;28495;Dolenice;949;48.909167;16.365651
8322;5;408506;Dolení Paseky;4909;50.713611;14.960833
8323;5;408620;Doleček;1290;50.637778;14.950278
8324;5;317799;Dolina;5363;50.989444;14.316667
8325;5;72249;Dolina;2200;50.220556;12.546944
8326;5;51;Dolní Adršpach;106;50.6175;16.120833
8327;5;43443;Dolní Albeřice;1430;50.68;15.843611
8328;5;177351;Dolní Babákov;5624;49.808611;15.899722
8329;5;28631;Dolní Benešov;950;49.921002;18.108402
8330;5;28681;Dolní Bezděkov;387;50.084444;14.035833
8331;5;28690;Dolní Bezděkov;951;49.96048;15.883832
8332;5;28525;Dolní Bečva;952;49.454966;18.194212
8333;5;28657;Dolní Beřkovice;953;50.393208;14.450332
8334;5;28703;Dolní Bojanovice;954;48.858627;17.028581
8335;5;17876;Dolní Bolíkov;820;49.036389;15.369167
8336;5;60941;Dolní Borek;3248;49.586111;14.696111
8337;5;28711;Dolní Bory;331;49.428333;16.020278
8338;5;28738;Dolní Bousov;955;50.438306;15.128214
8339;5;28720;Dolní Boříkovice;2269;50.078611;16.709444
8340;5;409961;Dolní Bradlo;1395;49.800833;15.748889
8341;5;28746;Dolní Branná;956;50.593212;15.593914
8342;5;28754;Dolní Brusnice;957;50.458788;15.726859
8343;5;42650;Dolní Bukovina;1398;50.545;14.936111
8344;5;28827;Dolní Bukovsko;958;49.170934;14.581287
8345;5;186210;Dolní Bučice;5515;49.928056;15.464722
8346;5;74489;Dolní Bušínov;5816;49.833611;16.826111
8347;5;28592;Dolní Bělá;959;49.896259;13.27332
8348;5;28771;Dolní Březinka;4908;49.666944;15.381944
8349;5;28797;Dolní Břežany;960;49.963286;14.458569
8350;5;28878;Dolní Cerekev;961;49.344541;15.456574
8351;5;402893;Dolní Cetno;3274;50.405;14.803333
8352;5;400661;Dolní Chabry;3903;50.14639;14.44778
8353;5;51934;Dolní Chobolice;2583;50.571111;14.276111
8354;5;408441;Dolní Chrastava;753;50.817778;14.961944
8355;5;42951;Dolní Chrášťany;2500;49.012222;14.210556
8356;5;29157;Dolní Chvatliny;962;49.980562;15.069348
8357;5;54461;Dolní Chřibská;813;50.863889;14.453333
8358;5;28908;Dolní Datyně;1250;49.76;18.415556
8359;5;42731;Dolní Dehtov;5119;50.424722;15.725556
8360;5;26719;Dolní Dlužiny;4908;49.716389;15.399722
8361;5;28916;Dolní Dobrouč;963;49.99276;16.497719
8362;5;401579;Dolní Dobřejov;4788;49.542778;14.600556
8363;5;312312;Dolní Dolce;1717;50.342778;15.890833
8364;5;28924;Dolní Domaslavice;964;49.709813;18.477388
8365;5;188948;Dolní Drkolná;5575;48.595;14.356944
8366;5;406953;Dolní Dubová Hora;5047;50.543889;14.494167
8367;5;28959;Dolní Dubňany;965;49.055824;16.226706
8368;5;28967;Dolní Dunajovice;966;48.8545;16.592827
8369;5;55913;Dolní Dušnice;1676;50.686111;15.453611
8370;5;64386;Dolní Dvorce;1934;49.172222;13.540278
8371;5;34185;Dolní Dvorce;1144;49.191111;15.499444
8372;5;51055;Dolní Dvory;661;50.084167;12.416389
8373;5;28975;Dolní Dvořiště;967;48.656499;14.452206
8374;5;29025;Dolní Dvůr;968;50.652294;15.655677
8375;5;78760;Dolní Falknov;2361;50.816667;14.534722
8376;5;34550;Dolní Folmava;6038;49.353333;12.85
8377;5;172723;Dolní Fořt;5160;50.379167;17.031111
8378;5;29041;Dolní Habartice;969;50.747253;14.333388
8379;5;29050;Dolní Hbity;970;49.657536;14.169877
8380;5;72541;Dolní Hedeč;2269;50.085556;16.782222
8381;5;12114;Dolní Heršpice;402;49.1525;16.623056
8382;5;29068;Dolní Heřmanice;1409;49.965278;16.684722
8383;5;29084;Dolní Heřmanice;971;49.304791;16.060127
8384;5;412945;Dolní Hlíny;1424;49.414444;16.141111
8385;5;41122;Dolní Holetín;1354;49.806944;15.921667
8386;5;66818;Dolní Houžovec;5922;49.968056;16.474444
8387;5;29106;Dolní Hořice;972;49.435447;14.850562
8388;5;124681;Dolní Hrachovice;973;49.486148;14.797136
8389;5;29149;Dolní Hradiště;974;49.913833;13.496273
8390;5;29190;Dolní Jablonná;4057;49.556389;15.720556
8391;5;29203;Dolní Jadruž;709;49.866111;12.685556
8392;5;29211;Dolní Jamné;198;49.974167;13.0575
8393;5;1830;Dolní Javoří;2781;50.461944;15.5825
8394;5;42978;Dolní Jelení;1411;50.050833;16.105
8395;5;136417;Dolní Jirčany;3958;49.948333;14.520556
8396;5;29262;Dolní Jiřetín;1412;50.560278;13.576389
8397;5;87114;Dolní Jílovice;5575;48.649444;14.273611
8398;5;29271;Dolní Kalná;975;50.53892;15.639288
8399;5;43061;Dolní Kamenice;1366;49.577222;13.094167
8400;5;54429;Dolní Kamenice;777;50.293611;14.242778
8401;5;21296;Dolní Kamenice;6037;50.8025;14.401111
8402;5;163783;Dolní Kněžeklady;1415;49.198056;14.490278
8403;5;119962;Dolní Kochánov;3718;49.202222;13.383889
8404;5;29289;Dolní Kounice;976;49.070143;16.464929
8405;5;56880;Dolní Kouty;2996;49.520833;14.838333
8406;5;29301;Dolní Kožlí;5392;49.061575;13.933453
8407;5;29335;Dolní Kralovice;977;49.645009;15.178708
8408;5;52191;Dolní Kramolín;707;49.910833;12.749167
8409;5;29394;Dolní Krupá;979;50.546381;14.867258
8410;5;29408;Dolní Krupá;978;49.660683;15.60308
8411;5;43206;Dolní Kruty;1419;49.915;14.953056
8412;5;29432;Dolní Lažany;980;49.099979;15.822725
8413;5;84379;Dolní Lažany;2612;50.033611;12.47
8414;5;183792;Dolní Les;5420;50.3475;17.071667
8415;5;134309;Dolní Lhota;4878;49.602222;16.429722
8416;5;29548;Dolní Lhota;981;49.842351;18.092456
8417;5;29530;Dolní Lhota;982;49.13717;17.812361
8418;5;29521;Dolní Lhota;215;49.383889;16.632222
8419;5;29483;Dolní Lhota;1708;49.370278;13.240833
8420;5;29459;Dolní Lhota;4740;49.064167;14.944444
8421;5;43257;Dolní Lhota;3174;49.580278;14.963056
8422;5;90611;Dolní Lhotka;2819;49.780278;15.675
8423;5;21547;Dolní Libchava;6039;50.690556;14.511667
8424;5;29556;Dolní Libchavy;2531;49.995278;16.396111
8425;5;82830;Dolní Libina;2543;49.858056;17.109444
8426;5;29572;Dolní Libochová;983;49.408323;16.18463
8427;5;84387;Dolní Lipina;2612;50.0375;12.433333
8428;5;29581;Dolní Lipka;2269;50.0961;16.7236
8429;5;86134;Dolní Litvínov;2637;50.581667;13.618333
8430;5;29599;Dolní Lochov;984;50.452684;15.286558
8431;5;405515;Dolní Lomany;1197;50.124722;12.34
8432;5;77216;Dolní Lomnice;2305;49.9125;14.685278
8433;5;317942;Dolní Lomnice;1056;50.264124;13.02151
8434;5;29602;Dolní Lomná;985;49.547805;18.706114
8435;5;29661;Dolní Loučky;986;49.361025;16.358733
8436;5;88129;Dolní Luby;2717;50.239167;12.415278
8437;5;29688;Dolní Lukavice;987;49.602025;13.344277
8438;5;29734;Dolní Lutyně;988;49.89874;18.428203
8439;5;43451;Dolní Lysečiny;1430;50.676111;15.830278
8440;5;29424;Dolní Lánov;989;50.587041;15.664416
8441;5;403598;Dolní Líšnice;4587;49.619444;14.178611
8442;5;171093;Dolní Líštná;5155;49.688056;18.68
8443;5;90361;Dolní Malá Úpa;2840;50.706111;15.8075
8444;5;120324;Dolní Marklovice;3717;49.899167;18.558333
8445;5;61522;Dolní Maxov;1840;50.774444;15.210556
8446;5;44938;Dolní Metelsko;1485;49.564722;12.914444
8447;5;415146;Dolní Mezihoří;1361;50.39;15.552222
8448;5;85146;Dolní Miletín;2645;49.016667;14.664722
8449;5;29777;Dolní Morava;990;50.122638;16.799575
8450;5;29807;Dolní Moravice;991;49.97712;17.321706
8451;5;490041;Dolní Měcholupy;3903;50.059;14.558
8452;5;29742;Dolní Město;992;49.627759;15.38234
8453;5;16284;Dolní Nakvasovice;489;49.099722;13.928611
8454;5;103209;Dolní Nemojov;3211;50.460833;15.755833
8455;5;103691;Dolní Nerestce;3229;49.501111;14.061944
8456;5;151611;Dolní Nezly;2583;50.568611;14.226944
8457;5;29882;Dolní Nivy;993;50.243224;12.637123
8458;5;189961;Dolní Novosedly;994;49.329203;14.196018
8459;5;79294;Dolní Nová Ves;2781;50.421389;15.587778
8460;5;29840;Dolní Němčice;851;49.096944;15.395
8461;5;29831;Dolní Němčí;995;48.968374;17.585853
8462;5;29866;Dolní Nětčice;996;49.476176;17.67504
8463;5;16195;Dolní Oldřiš;481;51.006944;15.154167
8464;5;411353;Dolní Olešnice;997;50.52399;15.712257
8465;5;20770;Dolní Orlice;6023;50.065278;16.750556
8466;5;116131;Dolní Ostrovec;3588;49.4175;14.117222
8467;5;190187;Dolní Paseka;1887;49.636389;15.264444
8468;5;180165;Dolní Paseky;121;50.233547;12.236711
8469;5;119491;Dolní Pertoltice;3693;50.976667;15.069167
8470;5;139408;Dolní Ples t. Vodní Ples;4173;50.333889;15.913056
8471;5;116408;Dolní Plezom;3637;49.761389;12.839167
8472;5;193666;Dolní Pláně;5645;48.778333;14.421111
8473;5;406686;Dolní Pochlovice;2358;50.125833;12.524722
8474;5;401544;Dolní Podhájí;4726;49.747778;14.723333
8475;5;29971;Dolní Podluží;998;50.879954;14.59515
8476;5;119431;Dolní Pohleď;999;49.743477;15.133571
8477;5;194476;Dolní Police;6252;50.711111;14.388889
8478;5;3701;Dolní Polžice;184;49.895556;12.957778
8479;5;29980;Dolní Poustevna;1000;50.982589;14.286964
8480;5;30023;Dolní Povelice;282;50.234167;17.6825
8481;5;29955;Dolní Počernice;3903;50.085833;14.575556
8482;5;125997;Dolní Poříčí;1445;49.286111;13.793333
8483;5;76163;Dolní Poříčí;2392;49.566389;16.509444
8484;5;401081;Dolní Požáry;2232;49.856111;14.564722
8485;5;133434;Dolní Prosíčka;3937;49.728611;15.321111
8486;5;134031;Dolní Prysk;3948;50.796389;14.467778
8487;5;43656;Dolní Pěna;1001;49.110566;15.022066
8488;5;169072;Dolní Předměstí;5039;50.561944;15.932222
8489;5;125369;Dolní Předměstí;3840;49.713333;16.253056
8490;5;30031;Dolní Přím;1002;50.239671;15.708572
8491;5;30066;Dolní Radechová;1003;50.438373;16.151321
8492;5;30074;Dolní Radouň;1811;49.199722;15.004167
8493;5;81485;Dolní Radslavice;5282;49.348889;16.056944
8494;5;160822;Dolní Raškovice;4873;49.958611;15.644722
8495;5;401951;Dolní Roblín;3082;49.957222;14.237778
8496;5;140902;Dolní Rokytnice;4231;50.721944;15.430833
8497;5;140848;Dolní Rokytá;4236;50.548889;14.881944
8498;5;140864;Dolní Rokytňany;4237;50.378611;15.126389
8499;5;30082;Dolní Roveň;1004;50.029314;15.967803
8500;5;5568;Dolní Rozsíčka;230;49.4575;16.194722
8501;5;30091;Dolní Rožínka;1005;49.477046;16.210494
8502;5;152307;Dolní Rychnov;1006;50.164737;12.645153
8503;5;162418;Dolní Rápotice;6173;49.6369;15.2333
8504;5;47368;Dolní Sedlo;1611;50.831111;14.833889
8505;5;38687;Dolní Sekyřany;1276;49.706667;13.1
8506;5;148270;Dolní Sklenov;1616;49.633611;18.216111
8507;5;30147;Dolní Skrýchov;1811;49.163333;15.018333
8508;5;30155;Dolní Slivno;1007;50.308848;14.732818
8509;5;30171;Dolní Sloupnice;4526;49.926667;16.296111
8510;5;150720;Dolní Slověnice;2645;49.0475;14.665556
8511;5;30180;Dolní Smrčné;418;49.323333;15.744444
8512;5;148644;Dolní Smržov;2486;49.595833;16.556944
8513;5;82708;Dolní Sokolovec;1008;49.726595;15.715219
8514;5;30198;Dolní Stakory;1009;50.437357;14.972566
8515;5;154130;Dolní Staré Buky;4640;50.536667;15.851111
8516;5;169137;Dolní Staré Město;5039;50.576111;15.895833
8517;5;302180;Dolní Staňkov;4849;49.2225;13.479167
8518;5;145653;Dolní Stropnice;6142;48.877222;14.508333
8519;5;30201;Dolní Studénky;1010;49.935079;16.971128
8520;5;37770;Dolní Suchá;1250;49.808056;18.434167
8521;5;53520;Dolní Suchá;1611;50.815278;14.864722
8522;5;30228;Dolní Sukolom;5181;49.789167;17.134167
8523;5;30244;Dolní Svince;1013;48.8569;14.4311
8524;5;75019;Dolní Světlá;2887;50.831111;14.666667
8525;5;124974;Dolní Světlá;3824;49.485278;14.899444
8526;5;36617;Dolní Sytová;1652;50.620833;15.436944
8527;5;166324;Dolní Teplice;4957;50.588611;16.169444
8528;5;30236;Dolní Tošanovice;1011;49.68414;18.488494
8529;5;170551;Dolní Týnec;5132;50.599444;14.238889
8530;5;166600;Dolní Těrlicko;5099;49.761944;18.513889
8531;5;166715;Dolní Těšice;1012;49.495365;17.806828
8532;5;30252;Dolní Třebonín;1013;48.855502;14.409709
8533;5;79022;Dolní Třešňovec;2433;49.928671;16.610891
8534;5;198803;Dolní Tříč;1676;50.7;15.427222
8535;5;390330;Dolní Valov;398;50.174;13.0866
8536;5;35343;Dolní Ves;1203;49.278333;17.680278
8537;5;145661;Dolní Vesce;6142;48.8525;14.464167
8538;5;150126;Dolní Vestec;4512;49.743333;15.763056
8539;5;30341;Dolní Vilémovice;1014;49.153603;15.977203
8540;5;30350;Dolní Vilímeč;1015;49.135941;15.520455
8541;5;66761;Dolní Vinice;1991;50.3225;14.505833
8542;5;85243;Dolní Vlence;2622;49.911111;14.1525
8543;5;90816;Dolní Vlkýš;3762;49.784138;13.286048
8544;5;19879;Dolní Vltavice;6005;48.697222;14.078333
8545;5;183865;Dolní Vlčkovice;5423;50.416389;15.900278
8546;5;175471;Dolní Vysoké;5934;50.604444;14.296667
8547;5;176010;Dolní Václavov;5579;49.972778;17.38
8548;5;182974;Dolní Vítkov;753;50.847222;14.964444
8549;5;318078;Dolní Výšina;3418;49.820833;12.548056
8550;5;30333;Dolní Věstonice;1016;48.887249;16.64385
8551;5;196347;Dolní Zimoř;1017;50.426687;14.501454
8552;5;87947;Dolní Záhoří;2708;50.149167;13.295278
8553;5;189979;Dolní Záhoří;5828;49.349722;14.213056
8554;5;30368;Dolní Zálezly;1018;50.597401;14.043179
8555;5;193135;Dolní Údolí;5770;50.239167;17.345
8556;5;30295;Dolní Újezd;1020;49.825655;16.254657
8557;5;30325;Dolní Újezd;1019;49.545973;17.535506
8558;5;173517;Dolní Čepí;5179;49.477778;16.3475
8559;5;28886;Dolní Čermná;1021;49.979562;16.564812
8560;5;187666;Dolní Černilov;5614;50.261944;15.961389
8561;5;119091;Dolní Černá Studnice;4000;50.704722;15.210556
8562;5;28894;Dolní Černůtky;1786;50.33;15.695833
8563;5;30121;Dolní Řasnice;1022;50.945741;15.168794
8564;5;30139;Dolní Ředice;1023;50.077848;15.923995
8565;5;151629;Dolní Řepčice;2583;50.556389;14.235
8566;5;167801;Dolní Šebířov;2697;50.635833;14.257778
8567;5;2143;Dolní Štěpanice;165;50.633889;15.523889
8568;5;30392;Dolní Žandov;1024;50.018063;12.551079
8569;5;30457;Dolní Životice;1025;49.897318;17.779741
8570;5;23264;Dolní Žukov;6058;49.720278;18.591111
8571;5;30431;Dolní Žďár;1026;49.10119;14.988189
8572;5;115851;Dolní Žďár;3583;50.328611;12.946944
8573;5;401315;Doloplazy;3250;49.745833;14.588056
8574;5;30503;Doloplazy;1028;49.567185;17.411508
8575;5;30481;Doloplazy;1027;49.350226;17.160017
8576;5;101192;Dolsko;3164;50.338611;16.070278
8577;5;413372;Doly;1916;49.834722;18.485278
8578;5;8702;Doly;342;49.711667;16.883889
8579;5;30520;Doly;2758;49.870278;16.0525
8580;5;7331;Doly;298;49.733056;12.737222
8581;5;408603;Dolánky;650;50.657778;14.918333
8582;5;109240;Dolánky;3448;50.593333;13.851667
8583;5;410349;Dolánky;1178;50.452222;15.454444
8584;5;28231;Dolánky;606;50.393611;15.005556
8585;5;4855;Dolánky;544;50.485;14.911389
8586;5;64459;Dolánky;3773;50.257778;13.435556
8587;5;55352;Dolánky;5776;50.2175;14.355
8588;5;28240;Dolánky nad Ohří;1029;50.472932;14.162699
8589;5;28266;Dolánky u Turnova;5055;50.603611;15.171944
8590;5;28509;Dolín;4483;50.252222;14.114167
8591;5;108987;Dolínek;3437;50.225556;14.420556
8592;5;410195;Dolívka;4017;49.825;16.014444
8593;5;300080;Domahoř;5784;49.731111;15.109167
8594;5;30546;Domamil;1030;49.083284;15.695585
8595;5;18864;Domamyslice;3933;49.464444;17.065
8596;5;30562;Domamyšl;5431;49.466389;14.877222
8597;5;184845;Domanice;2758;49.906111;16.057778
8598;5;138207;Domanice;4118;49.298611;13.921389
8599;5;30589;Domanín;1032;48.971751;14.739778
8600;5;30619;Domanín;507;49.542222;16.232778
8601;5;30601;Domanín;1031;49.001683;17.284764
8602;5;17078;Domanínek;507;49.528333;16.236944
8603;5;80292;Domaslav;2480;49.876914;12.910067
8604;5;3891;Domaslavice;531;50.680556;15.007778
8605;5;317861;Domaslavice;3928;50.692778;15.009722
8606;5;36510;Domaslavice;1649;50.645;13.709167
8607;5;30627;Domašice;5047;50.561667;14.435556
8608;5;1775;Domašov;577;50.180278;17.200833
8609;5;30791;Domašov;1033;49.245362;16.343838
8610;5;30813;Domašov nad Bystřicí;1034;49.742305;17.44534
8611;5;30821;Domašov u Šternberka;1035;49.705796;17.337935
8612;5;191779;Domašín;6214;50.025;13.165833
8613;5;20214;Domašín;6009;50.179444;16.223611
8614;5;30741;Domašín;908;50.290278;16.199722
8615;5;30694;Domašín;1036;50.420802;13.17229
8616;5;30686;Domašín;4756;49.2044;15.2731
8617;5;30643;Domašín;5402;49.713889;14.877778
8618;5;30848;Domaželice;1037;49.427687;17.545784
8619;5;100722;Domažličky;296;49.419444;13.379722
8620;5;76201;Domina;2400;50.482778;13.3425
8621;5;9601;Dominikální Paseky;385;49.752222;13.995
8622;5;30945;Domoradice;5554;49.934722;16.087778
8623;5;23035;Domoradice;6056;48.825556;14.335833
8624;5;30953;Domoradovice;1550;49.845833;17.819167
8625;5;30970;Domoraz;1039;49.25072;13.662029
8626;5;30988;Domoslavice;3577;50.359444;15.558056
8627;5;31003;Domousnice;1040;50.39426;15.101684
8628;5;31011;Domoušice;1041;50.234243;13.729596
8629;5;109193;Dománovice;1042;50.11191;15.322586
8630;5;167894;Donín;4995;50.315;13.895
8631;5;47376;Donín;1611;50.844167;14.844722
8632;5;31038;Doubek;1043;50.017681;14.737831
8633;5;31119;Doubice;1044;50.888674;14.461728
8634;5;58645;Doublovičky;1763;49.601944;14.482222
8635;5;31160;Doubrava;1045;49.858713;18.480224
8636;5;31151;Doubrava;1518;50.373333;15.660278
8637;5;31143;Doubrava;3398;49.745556;13.188611
8638;5;31127;Doubrava;771;49.270556;14.351111
8639;5;84395;Doubrava;2612;50.020833;12.454722
8640;5;69230;Doubrava;121;50.260678;12.239511
8641;5;70611;Doubrava;2127;50.167778;14.964167
8642;5;136671;Doubrava;3965;49.563611;12.993056
8643;5;195014;Doubrava;6350;50.555556;15.062778
8644;5;173312;Doubrava;5392;49.078;13.9314
8645;5;70823;Doubravany;2185;50.306111;15.128889
8646;5;41653;Doubravice;1370;50.629722;14.21
8647;5;31275;Doubravice;1048;50.405519;15.761966
8648;5;31305;Doubravice;3052;49.746944;16.974167
8649;5;31232;Doubravice;1924;50.460833;14.689722
8650;5;102067;Doubravice;1046;48.935872;14.51073
8651;5;101966;Doubravice;3268;49.99;13.163611
8652;5;31241;Doubravice;1047;49.352102;13.86195
8653;5;147371;Doubravice;3651;50.065278;15.746111
8654;5;17710;Doubravice;6277;50.489167;15.3625
8655;5;410853;Doubravice;1591;50.546944;15.211944
8656;5;80489;Doubravice;2497;49.876111;16.098611
8657;5;101206;Doubravice;3164;50.366944;16.091111
8658;5;82805;Doubravice;4389;49.638333;14.423056
8659;5;135186;Doubravice 1.díl;4048;49.8675;14.754722
8660;5;401706;Doubravice 2.díl;5471;49.867778;14.761944
8661;5;31321;Doubravice nad Svitavou;1049;49.436662;16.629396
8662;5;31348;Doubravice u Volyně;6061;49.1775;13.828611
8663;5;144371;Doubravice u České Skalice;4333;50.379167;15.997222
8664;5;31372;Doubravička;1050;50.395173;14.776192
8665;5;122670;Doubravka;3762;49.76;13.416389
8666;5;54046;Doubravka;771;49.281944;14.363333
8667;5;1660;Doubravka;574;49.583889;12.7525
8668;5;31381;Doubravník;1051;49.42414;16.352724
8669;5;31399;Doubravy;1052;49.14245;17.66811
8670;5;191060;Doubravčany;5850;49.961389;15.004167
8671;5;31208;Doubravčice;1053;50.022118;14.793142
8672;5;169498;Doubí;5114;50.118333;12.402222
8673;5;161659;Doubí;6085;50.603333;15.100833
8674;5;70807;Doubí;2181;49.321667;14.730833
8675;5;31054;Doubí;1910;50.210556;12.825278
8676;5;31402;Doudleby;1054;48.893605;14.501492
8677;5;31429;Doudleby nad Orlicí;1055;50.107452;16.261382
8678;5;490288;Doudlevce;3762;49.725;13.382222
8679;5;31453;Doupě;1057;49.23689;15.43464
8680;5;31020;Doňov;1058;49.213147;14.776126
8681;5;31461;Dožice;2999;49.524722;13.703889
8682;5;126926;Drachkov;1059;49.242772;13.841616
8683;5;32026;Drachkov;504;49.713889;14.62
8684;5;31470;Drahanovice;1060;49.578572;17.077048
8685;5;31526;Drahany;1061;49.43328;16.897409
8686;5;108383;Drahelice;3381;50.176944;15.014167
8687;5;31534;Drahelčice;1062;50.031903;14.203016
8688;5;31542;Drahenice;1063;49.520931;13.958444
8689;5;31551;Drahenický Málkov;224;49.4725;13.900833
8690;5;161616;Draheničky;2987;49.5075;13.974722
8691;5;97691;Drahkov;3021;50.640278;13.869722
8692;5;31585;Drahkov;1064;49.557252;13.472475
8693;5;50709;Drahlov;659;49.511389;17.253611
8694;5;57304;Drahlov;2242;49.258889;17.376111
8695;5;148971;Drahlovice;4466;49.87;14.140556
8696;5;31607;Drahlín;1065;49.732299;13.968919
8697;5;8818;Drahnětice;1819;49.464444;14.508611
8698;5;51179;Draho;666;50.209167;15.088333
8699;5;31640;Drahobudice;1066;49.937539;15.066317
8700;5;31682;Drahobuz;1067;50.525195;14.320794
8701;5;84280;Drahomyšl;2600;50.310278;13.648889
8702;5;31721;Drahonice;2708;50.146667;13.336389
8703;5;31712;Drahonice;1068;49.200834;14.074601
8704;5;31763;Drahonín;1069;49.414096;16.276929
8705;5;31801;Drahoraz;2078;50.358611;15.286667
8706;5;109371;Drahotice;3172;49.857222;15.821389
8707;5;31879;Drahotice;699;50.581111;14.983889
8708;5;31887;Drahotín;1070;49.524245;12.75819
8709;5;31836;Drahotěšice;1071;49.124409;14.546598
8710;5;31968;Drahouš;1072;50.080223;13.475731
8711;5;31992;Drahov;1073;49.175433;14.754194
8712;5;405744;Drahovice;1910;50.235278;12.890278
8713;5;165832;Drahoňov;5096;49.359167;15.085
8714;5;411051;Drahoňovice;5537;50.536111;15.176944
8715;5;31771;Drahoňův Újezd;1074;49.877195;13.725897
8716;5;141062;Drahoš;4234;50.100556;15.908333
8717;5;31623;Drahňovice;1075;49.822538;14.9017
8718;5;33421;Drahůnky;1126;50.676944;13.818333
8719;5;66010;Drasty;1968;50.2;14.4
8720;5;33286;Dražejov;1125;50.510278;14.547778
8721;5;155942;Dražejov;4707;49.272778;13.8675
8722;5;32115;Draženov;1076;49.455815;12.872727
8723;5;32123;Dražetice;312;49.745556;14.296667
8724;5;50211;Dražeň;1077;49.926948;13.287931
8725;5;32166;Dražice;1078;49.429323;14.589982
8726;5;32140;Dražice;175;50.307778;14.8475
8727;5;32239;Dražičky;1079;49.3991;14.598748
8728;5;327298;Dražka;3185;49.563889;14.430556
8729;5;32247;Dražkov;4418;50.091667;15.835278
8730;5;32255;Dražkovice;3651;50.00196;15.771851
